response_id,query_id,title,provider,source_provider,asset_title,query,url,local_path,bytes,license,landing_url,exists
r_000042_01,q_000042,Your Curated Dinner Party Soundtrack,Wikimedia Commons,Wikimedia Commons,Record player,,https://commons.wikimedia.org/wiki/Special:Redirect/file/Record_Player_33RPM.jpg?width=1200,assets\r_000042_01_5_recordplayer.jpg,182912,,,True
r_000042_01,q_000042,Your Curated Dinner Party Soundtrack,Wikimedia Commons,Wikimedia Commons,Friends dining,,https://commons.wikimedia.org/wiki/Special:Redirect/file/Group_eating_dinner_(6289826836).jpg?width=1200,assets\r_000042_01_6_friends_dining.jpg,290795,,,True
r_000043_01,q_000043,Event Check-in QR Scanner Interface,Wikimedia Commons,Wikimedia Commons,File:HFCA 1607 Special Events And VIPS Volume 2 090.jpg (8115360c78ce4b62a4f935d3996a5f53).jpg,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/HFCA_1607_Special_Events_And_VIPS_Volume_2_090.jpg_%288115360c78ce4b62a4f935d3996a5f53%29.jpg/1280px-HFCA_1607_Special_Events_And_VIPS_Volume_2_090.jpg_%288115360c78ce4b62a4f935d3996a5f53%29.jpg,assets\r_000043_01_1_event_check-in.jpg,173769,,,True
r_000043_01,q_000043,Event Check-in QR Scanner Interface,Openverse,flickr,QR Code Great Marketing!,phone QR scanner,https://live.staticflickr.com/2678/5727484828_9681eb91fc.jpg,assets\r_000043_01_01_phone_qr_scanner.jpg,98306,by,https://www.flickr.com/photos/48520236@N02/5727484828,True
r_000043_01,q_000043,Event Check-in QR Scanner Interface,Wikimedia Commons,Wikimedia Commons,"File:Bonn, Hofgarten, Unifest 2023, Hütewurf -- 2023 -- 7796.jpg",,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Bonn%2C_Hofgarten%2C_Unifest_2023%2C_H%C3%BCtewurf_--_2023_--_7796.jpg/1280px-Bonn%2C_Hofgarten%2C_Unifest_2023%2C_H%C3%BCtewurf_--_2023_--_7796.jpg,assets\r_000043_01_3_phone_success_check.jpg,323215,,,True
r_000044_01,q_000044,Digital Business Card Generator,Openverse,flickr,"Guinness QR cup: A first of it's kind, product-activated QR code (best viewed large)",QR code smartphone scan,https://live.staticflickr.com/7238/7223045392_5c9eb9f9d7_b.jpg,assets\r_000044_01_01_qr_code_smartphone_scan.jpg,176871,by,https://www.flickr.com/photos/14829735@N00/7223045392,True
r_000044_01,q_000044,Digital Business Card Generator,Openverse,flickr,Listen,business networking smartphone,https://live.staticflickr.com/2769/4368595436_9129491777_b.jpg,assets\r_000044_01_02_business_networking_smartphone.jpg,140630,by,https://www.flickr.com/photos/38305415@N00/4368595436,True
r_000044_01,q_000044,Digital Business Card Generator,Wikimedia Commons,Wikimedia Commons,"File:Bibliotheek Winschoten business card, Winschoten (2020) 02.jpg",,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Bibliotheek_Winschoten_business_card%2C_Winschoten_%282020%29_02.jpg/1280px-Bibliotheek_Winschoten_business_card%2C_Winschoten_%282020%29_02.jpg,assets\r_000044_01_3_business_card.jpg,284919,,,True
r_000045_01,q_000045,Package Journey Summary for ZA889123PL,Wikimedia Commons,Wikimedia Commons,"File:Logistics Readiness Flight keeps Schriever prepared, safe (5680358).jpg",,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Logistics_Readiness_Flight_keeps_Schriever_prepared%2C_safe_%285680358%29.jpg/1280px-Logistics_Readiness_Flight_keeps_Schriever_prepared%2C_safe_%285680358%29.jpg,assets\r_000045_01_1_logistics.jpg,118615,,,True
r_000045_01,q_000045,Package Journey Summary for ZA889123PL,Openverse,flickr,TGK 2-E1 Global Warehouse & Logistics GmbH,warehouse logistics,https://live.staticflickr.com/8169/8038874943_6da6d80013_b.jpg,assets\r_000045_01_01_warehouse_logistics.jpg,238080,by,https://www.flickr.com/photos/28224460@N00/8038874943,True
r_000045_01,q_000045,Package Journey Summary for ZA889123PL,Wikimedia Commons,Wikimedia Commons,File:Rivian EDV-500.jpg,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Rivian_EDV-500.jpg/1280px-Rivian_EDV-500.jpg,assets\r_000045_01_3_delivery_van.jpg,533359,,,True
r_000046_01,q_000046,System Health Summary: 2024-05-20 08:00 UTC,Openverse,stocksnap,System monitoring dashboard on screen,system monitoring dashboard computer,https://cdn.stocksnap.io/img-thumbs/960w/9699Y6WKLD.jpg,assets\r_000046_01_01_dashboard.jpg,387866,cc0,https://stocksnap.io/photo/seo-ppc-9699Y6WKLD,True
r_000046_01,q_000046,System Health Summary: 2024-05-20 08:00 UTC,Wikimedia Commons,Wikimedia Commons,File:Cern datacenter.jpg,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Cern_datacenter.jpg/1280px-Cern_datacenter.jpg,assets\r_000046_01_5_server.jpg,276174,,,True
r_000046_01,q_000046,System Health Summary: 2024-05-20 08:00 UTC,Wikimedia Commons,Wikimedia Commons,File:Alert Wildfire Camera Detection System.jpg,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Alert_Wildfire_Camera_Detection_System.jpg/1280px-Alert_Wildfire_Camera_Detection_System.jpg,assets\r_000046_01_6_network_alert.jpg,163558,,,True
r_000047_01,q_000047,Generated Stock Price Alerts for TECH,Wikimedia Commons,Wikimedia Commons,File:Psychology of the stock market (IA psychologyofstoc00seldrich).pdf,stock market alert chart,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Psychology_of_the_stock_market_%28IA_psychologyofstoc00seldrich%29.pdf/page1-500px-Psychology_of_the_stock_market_%28IA_psychologyofstoc00seldrich%29.pdf.jpg,assets\r_000047_01_01_stock_market_alert_chart.jpg,69338,Public domain,https://commons.wikimedia.org/wiki/File%3APsychology_of_the_stock_market_%28IA_psychologyofstoc00seldrich%29.pdf,True
r_000048_01,q_000048,"Your Day Ahead: Wednesday, December 6",Openverse,flickr,Some accessories on a white desk,calendar planner desk,https://live.staticflickr.com/2837/33572876081_7618124453_b.jpg,assets\r_000048_01_01_calendar_planner_desk.jpg,58445,cc0,https://www.flickr.com/photos/135396164@N05/33572876081,True
r_000049_01,q_000049,"Portfolio Snapshot: June 14, 2023",Openverse,flickr,Graph With Stacks Of Coins,investment chart graph,https://live.staticflickr.com/6084/6093690339_a09493f126_b.jpg,assets\r_000049_01_01_investment_chart_graph.jpg,120987,by-sa,https://www.flickr.com/photos/26373139@N08/6093690339,True
r_000050_01,q_000050,"European Trip Weather Forecast: November 5, 2024",Openverse,flickr,London - Autumn,London Autumn,https://live.staticflickr.com/8486/8200019596_0bdf56f9a2_b.jpg,assets\r_000050_01_01_london_autumn.jpg,360103,by,https://www.flickr.com/photos/77286698@N03/8200019596,True
r_000050_01,q_000050,"European Trip Weather Forecast: November 5, 2024",Wikimedia Commons,Wikimedia Commons,"File:Camille Pissarro - Place du Thtre Franais, Paris Rain - 18.19 - Minneapolis Institute of Arts.jpg",,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Camille_Pissarro_-_Place_du_Thtre_Franais%2C_Paris_Rain_-_18.19_-_Minneapolis_Institute_of_Arts.jpg/1280px-Camille_Pissarro_-_Place_du_Thtre_Franais%2C_Paris_Rain_-_18.19_-_Minneapolis_Institute_of_Arts.jpg,assets\r_000050_01_2_paris_rain.jpg,449871,,,True
r_000050_01,q_000050,"European Trip Weather Forecast: November 5, 2024",Openverse,flickr,Rome back streets,Rome street sunny,https://live.staticflickr.com/127/351090892_f35ce02918_b.jpg,assets\r_000050_01_02_rome_sunny.jpg,188655,by,https://www.flickr.com/photos/davidden/351090892,True
r_000050_01,q_000050,"European Trip Weather Forecast: November 5, 2024",Openverse,flickr,Europe heat and weather map,Europe weather forecast map,https://live.staticflickr.com/65535/48138322288_2f917f8d78_b.jpg,assets\r_000050_01_03_800.jpg,306515,by,https://www.flickr.com/photos/gsfc/48138322288,True
r_000050_01,q_000050,"European Trip Weather Forecast: November 5, 2024",Wikimedia Commons,Wikimedia Commons,File:New York City skyline - DPLA - 130e5aef050065fde86972824f9bc7dd.jpg,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/New_York_City_skyline_-_DPLA_-_130e5aef050065fde86972824f9bc7dd.jpg/1280px-New_York_City_skyline_-_DPLA_-_130e5aef050065fde86972824f9bc7dd.jpg,assets\r_000050_01_11_800.jpg,153897,,,True
